scenario,customer_id,city,preference,autonomy_hours,appliance_count,total_daily_energy_wh,adjusted_daily_energy_wh,simultaneous_power_w,pv_total_power_w,panel_count,battery_count,battery_usable_capacity_wh,inverter_power_w,estimated_quote_total,risk_budget_insufficient
centre_sante,synthetic-customer-038899,mbandaka,economy,8,4,2266.24,2832.8,353.0,1050.0,3,2,1200.0,600.0,1145000.0,False
petit_menage,synthetic-customer-038900,kinshasa,autonomy,12,3,495.45,619.31,121.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038901,kinshasa,autonomy,10,5,3674.04,4592.55,476.0,1650.0,3,2,2176.0,600.0,1645000.0,True
boutique_froid,synthetic-customer-038902,brazzaville,autonomy,8,4,6003.93,7504.91,590.0,2200.0,4,3,3264.0,2500.0,2510000.0,True
salon_coiffure,synthetic-customer-038903,lubumbashi,performance,8,4,1960.02,2450.03,1177.0,700.0,2,1,4352.0,2500.0,1730000.0,True
centre_sante,synthetic-customer-038904,mbandaka,autonomy,16,4,2616.86,3271.07,408.0,1100.0,2,3,3264.0,600.0,1660000.0,True
petit_menage,synthetic-customer-038905,kinshasa,balanced,12,3,480.56,600.7,113.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038906,kinshasa,balanced,12,5,3573.35,4466.69,461.0,1650.0,3,3,3264.0,600.0,1905000.0,True
boutique_froid,synthetic-customer-038907,brazzaville,balanced,12,4,3961.1,4951.38,387.0,1650.0,3,3,3264.0,1200.0,2005000.0,True
salon_coiffure,synthetic-customer-038908,lubumbashi,economy,16,4,3847.95,4809.94,2207.0,1650.0,3,7,4200.0,5000.0,2825000.0,True
centre_sante,synthetic-customer-038909,mbandaka,balanced,24,4,2322.99,2903.74,353.0,1100.0,2,4,4352.0,600.0,1920000.0,True
petit_menage,synthetic-customer-038910,kinshasa,autonomy,8,3,433.37,541.71,86.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038911,kinshasa,performance,10,5,4018.44,5023.05,483.0,1650.0,3,3,3264.0,1200.0,2005000.0,True
boutique_froid,synthetic-customer-038912,brazzaville,economy,10,4,4475.15,5593.94,469.0,1650.0,3,5,3000.0,1200.0,1875000.0,True
salon_coiffure,synthetic-customer-038913,lubumbashi,autonomy,10,4,1942.46,2428.07,1192.0,700.0,2,2,2176.0,2500.0,1490000.0,True
centre_sante,synthetic-customer-038914,mbandaka,balanced,16,4,2181.2,2726.5,298.0,1050.0,3,2,2176.0,600.0,1405000.0,True
petit_menage,synthetic-customer-038915,kinshasa,autonomy,16,3,464.94,581.18,88.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038916,kinshasa,performance,12,5,3401.62,4252.02,476.0,1650.0,3,3,3264.0,600.0,1905000.0,True
boutique_froid,synthetic-customer-038917,brazzaville,autonomy,10,4,3815.34,4769.18,390.0,1650.0,3,3,3264.0,1200.0,2005000.0,False
salon_coiffure,synthetic-customer-038918,lubumbashi,balanced,8,4,2952.34,3690.43,2246.0,1100.0,2,2,2176.0,5000.0,2190000.0,False
centre_sante,synthetic-customer-038919,mbandaka,performance,8,4,1864.5,2330.62,289.0,1050.0,3,1,1088.0,600.0,1145000.0,False
petit_menage,synthetic-customer-038920,kinshasa,economy,16,3,409.32,511.65,79.0,240.0,2,1,600.0,600.0,540000.0,False
menage_urbain,synthetic-customer-038921,kinshasa,economy,24,5,3300.99,4126.24,522.0,1650.0,3,8,4800.0,1200.0,2265000.0,False
boutique_froid,synthetic-customer-038922,brazzaville,autonomy,12,4,5564.88,6956.1,590.0,2200.0,4,4,4352.0,2500.0,2770000.0,False
salon_coiffure,synthetic-customer-038923,lubumbashi,autonomy,10,4,1486.73,1858.41,1138.0,600.0,3,1,4352.0,2500.0,1715000.0,True
centre_sante,synthetic-customer-038924,mbandaka,balanced,8,4,2030.57,2538.21,298.0,1050.0,3,1,1088.0,600.0,1145000.0,False
petit_menage,synthetic-customer-038925,kinshasa,performance,12,3,408.09,510.11,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038926,kinshasa,balanced,10,5,4800.22,6000.28,592.0,2200.0,4,3,3264.0,1200.0,2250000.0,False
boutique_froid,synthetic-customer-038927,brazzaville,economy,8,4,5062.68,6328.35,511.0,2200.0,4,4,2400.0,2500.0,2250000.0,True
salon_coiffure,synthetic-customer-038928,lubumbashi,balanced,8,4,3730.07,4662.59,1261.0,1650.0,3,2,2176.0,2500.0,2005000.0,False
centre_sante,synthetic-customer-038929,mbandaka,balanced,12,4,2979.81,3724.76,424.0,1650.0,3,2,2176.0,600.0,1645000.0,True
petit_menage,synthetic-customer-038930,kinshasa,balanced,24,3,603.42,754.27,121.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038931,kinshasa,economy,16,5,4214.41,5268.01,556.0,1650.0,3,7,4200.0,1200.0,2135000.0,True
boutique_froid,synthetic-customer-038932,brazzaville,autonomy,10,4,3941.2,4926.5,399.0,1650.0,3,3,3264.0,1200.0,2005000.0,True
salon_coiffure,synthetic-customer-038933,lubumbashi,autonomy,24,4,1778.97,2223.71,1156.0,700.0,2,3,3264.0,2500.0,1750000.0,True
centre_sante,synthetic-customer-038934,mbandaka,economy,8,4,2467.04,3083.8,362.0,1100.0,2,2,1200.0,600.0,1140000.0,False
petit_menage,synthetic-customer-038935,kinshasa,economy,16,3,467.4,584.25,95.0,240.0,2,1,600.0,600.0,540000.0,False
menage_urbain,synthetic-customer-038936,kinshasa,performance,16,5,3519.84,4399.8,467.0,1650.0,3,4,4352.0,600.0,2165000.0,True
boutique_froid,synthetic-customer-038937,brazzaville,autonomy,10,4,3926.16,4907.7,390.0,1650.0,3,3,3264.0,1200.0,2005000.0,True
salon_coiffure,synthetic-customer-038938,lubumbashi,autonomy,10,4,3244.47,4055.59,2261.0,1100.0,2,2,2176.0,5000.0,2190000.0,True
centre_sante,synthetic-customer-038939,mbandaka,autonomy,16,4,2788.67,3485.84,424.0,1650.0,3,3,3264.0,600.0,1905000.0,True
petit_menage,synthetic-customer-038940,kinshasa,economy,8,3,479.0,598.75,122.0,240.0,2,1,600.0,600.0,540000.0,False
menage_urbain,synthetic-customer-038941,kinshasa,autonomy,16,5,3338.61,4173.26,452.0,1650.0,3,3,3264.0,600.0,1905000.0,True
boutique_froid,synthetic-customer-038942,brazzaville,autonomy,24,4,3909.67,4887.09,399.0,1650.0,3,6,6528.0,1200.0,2785000.0,False
salon_coiffure,synthetic-customer-038943,lubumbashi,economy,10,4,2554.65,3193.31,1228.0,1050.0,3,3,1800.0,2500.0,1635000.0,False
centre_sante,synthetic-customer-038944,mbandaka,autonomy,24,4,1902.02,2377.53,298.0,1050.0,3,3,3264.0,600.0,1665000.0,False
petit_menage,synthetic-customer-038945,kinshasa,economy,16,3,475.27,594.09,95.0,240.0,2,1,600.0,600.0,540000.0,False
menage_urbain,synthetic-customer-038946,kinshasa,autonomy,24,5,3140.85,3926.06,458.0,1650.0,3,5,5440.0,600.0,2425000.0,False
boutique_froid,synthetic-customer-038947,brazzaville,balanced,12,4,3923.24,4904.05,399.0,1650.0,3,3,3264.0,1200.0,2005000.0,False
salon_coiffure,synthetic-customer-038948,lubumbashi,economy,24,4,1890.74,2363.43,1192.0,700.0,2,5,3000.0,2500.0,1620000.0,True
centre_sante,synthetic-customer-038949,mbandaka,balanced,10,4,1927.5,2409.38,289.0,1050.0,3,2,2176.0,600.0,1405000.0,False
petit_menage,synthetic-customer-038950,kinshasa,autonomy,16,3,347.3,434.12,86.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038951,kinshasa,performance,24,5,3427.93,4284.91,461.0,1650.0,3,5,5440.0,600.0,2425000.0,False
boutique_froid,synthetic-customer-038952,brazzaville,economy,16,4,3713.66,4642.07,381.0,1650.0,3,6,3600.0,1200.0,2005000.0,True
salon_coiffure,synthetic-customer-038953,lubumbashi,performance,10,4,3003.31,3754.14,1222.0,1100.0,2,2,2176.0,2500.0,1760000.0,True
centre_sante,synthetic-customer-038954,mbandaka,performance,16,4,2214.21,2767.76,353.0,1050.0,3,2,2176.0,600.0,1405000.0,False
petit_menage,synthetic-customer-038955,kinshasa,economy,24,3,486.7,608.38,104.0,240.0,2,2,1200.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038956,kinshasa,economy,16,5,3494.04,4367.55,452.0,1650.0,3,6,3600.0,600.0,1905000.0,False
boutique_froid,synthetic-customer-038957,brazzaville,economy,12,4,3791.76,4739.7,381.0,1650.0,3,5,3000.0,1200.0,1875000.0,True
salon_coiffure,synthetic-customer-038958,lubumbashi,economy,8,4,2168.03,2710.04,1237.0,700.0,2,2,1200.0,2500.0,1230000.0,False
centre_sante,synthetic-customer-038959,mbandaka,autonomy,8,4,2174.03,2717.54,307.0,1050.0,3,1,1088.0,600.0,1145000.0,True
petit_menage,synthetic-customer-038960,kinshasa,balanced,10,3,475.29,594.11,104.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038961,kinshasa,autonomy,16,5,2953.18,3691.47,407.0,1100.0,2,3,3264.0,600.0,1660000.0,True
boutique_froid,synthetic-customer-038962,brazzaville,economy,24,4,5132.63,6415.79,511.0,2200.0,4,13,7800.0,2500.0,3420000.0,True
salon_coiffure,synthetic-customer-038963,lubumbashi,economy,12,4,2414.4,3018.0,1201.0,1050.0,3,3,1800.0,2500.0,1635000.0,False
centre_sante,synthetic-customer-038964,mbandaka,autonomy,16,4,2402.86,3003.58,408.0,1100.0,2,3,3264.0,600.0,1660000.0,True
petit_menage,synthetic-customer-038965,kinshasa,autonomy,12,3,377.45,471.81,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038966,kinshasa,autonomy,24,5,2663.26,3329.07,362.0,1100.0,2,4,4352.0,600.0,1920000.0,True
boutique_froid,synthetic-customer-038967,brazzaville,autonomy,12,4,2362.85,2953.56,251.0,1050.0,3,2,2176.0,600.0,1405000.0,True
salon_coiffure,synthetic-customer-038968,lubumbashi,performance,12,4,2360.0,2950.0,1162.0,1050.0,3,2,2176.0,2500.0,1765000.0,True
centre_sante,synthetic-customer-038969,mbandaka,balanced,24,4,2231.61,2789.51,353.0,1050.0,3,3,3264.0,600.0,1665000.0,True
petit_menage,synthetic-customer-038970,kinshasa,balanced,10,3,585.64,732.05,114.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038971,kinshasa,performance,8,5,2974.04,3717.55,407.0,1100.0,2,2,2176.0,600.0,1400000.0,False
boutique_froid,synthetic-customer-038972,brazzaville,economy,24,4,4456.64,5570.8,469.0,1650.0,3,11,6600.0,1200.0,2655000.0,True
salon_coiffure,synthetic-customer-038973,lubumbashi,economy,16,4,2861.52,3576.9,1162.0,1100.0,2,5,3000.0,2500.0,1890000.0,True
centre_sante,synthetic-customer-038974,mbandaka,autonomy,12,4,2394.52,2993.15,362.0,1100.0,2,2,2176.0,600.0,1400000.0,False
petit_menage,synthetic-customer-038975,kinshasa,economy,16,3,458.32,572.9,88.0,240.0,2,1,600.0,600.0,540000.0,False
menage_urbain,synthetic-customer-038976,kinshasa,autonomy,16,5,3184.9,3981.12,407.0,1650.0,3,3,3264.0,600.0,1905000.0,False
boutique_froid,synthetic-customer-038977,brazzaville,autonomy,16,4,3893.71,4867.14,396.0,1650.0,3,4,4352.0,1200.0,2265000.0,True
salon_coiffure,synthetic-customer-038978,lubumbashi,balanced,24,4,3438.02,4297.52,1201.0,1650.0,3,5,5440.0,2500.0,2785000.0,True
centre_sante,synthetic-customer-038979,mbandaka,performance,24,4,1997.41,2496.76,298.0,1050.0,3,3,3264.0,600.0,1665000.0,False
petit_menage,synthetic-customer-038980,kinshasa,autonomy,16,3,574.2,717.75,122.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038981,kinshasa,autonomy,24,5,3171.53,3964.41,416.0,1650.0,3,5,5440.0,600.0,2425000.0,False
boutique_froid,synthetic-customer-038982,brazzaville,performance,24,4,3867.77,4834.71,399.0,1650.0,3,6,6528.0,1200.0,2785000.0,True
salon_coiffure,synthetic-customer-038983,lubumbashi,economy,24,4,2181.58,2726.97,1216.0,700.0,2,6,3600.0,2500.0,1750000.0,True
centre_sante,synthetic-customer-038984,mbandaka,performance,16,4,2669.67,3337.09,378.0,1100.0,2,3,3264.0,600.0,1660000.0,True
petit_menage,synthetic-customer-038985,kinshasa,balanced,8,3,414.26,517.83,87.0,240.0,2,1,1088.0,600.0,670000.0,True
menage_urbain,synthetic-customer-038986,kinshasa,balanced,12,5,3184.66,3980.82,422.0,1650.0,3,3,3264.0,600.0,1905000.0,False
boutique_froid,synthetic-customer-038987,brazzaville,performance,12,4,3826.26,4782.83,390.0,1650.0,3,3,3264.0,1200.0,2005000.0,False
salon_coiffure,synthetic-customer-038988,lubumbashi,autonomy,24,4,4713.3,5891.62,2138.0,1650.0,3,7,7616.0,5000.0,3735000.0,True
centre_sante,synthetic-customer-038989,mbandaka,balanced,10,4,2057.03,2571.29,307.0,1050.0,3,2,2176.0,600.0,1405000.0,True
petit_menage,synthetic-customer-038990,kinshasa,performance,12,3,411.39,514.24,86.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038991,kinshasa,autonomy,8,5,2743.14,3428.92,353.0,1100.0,2,2,2176.0,600.0,1400000.0,False
boutique_froid,synthetic-customer-038992,brazzaville,performance,8,4,3842.92,4803.65,390.0,1650.0,3,2,2176.0,1200.0,1745000.0,True
salon_coiffure,synthetic-customer-038993,lubumbashi,autonomy,16,4,2900.65,3625.81,1147.0,1100.0,2,3,3264.0,2500.0,2020000.0,True
centre_sante,synthetic-customer-038994,mbandaka,performance,10,4,1990.82,2488.53,307.0,1050.0,3,2,2176.0,600.0,1405000.0,False
petit_menage,synthetic-customer-038995,kinshasa,balanced,10,3,533.48,666.85,130.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-038996,kinshasa,economy,8,5,3391.47,4239.34,467.0,1650.0,3,3,1800.0,600.0,1515000.0,True
boutique_froid,synthetic-customer-038997,brazzaville,performance,24,4,4057.25,5071.56,399.0,1650.0,3,6,6528.0,1200.0,2785000.0,True
salon_coiffure,synthetic-customer-038998,lubumbashi,autonomy,16,4,2651.31,3314.14,1147.0,1050.0,3,3,3264.0,2500.0,2025000.0,False
centre_sante,synthetic-customer-038999,mbandaka,balanced,12,4,2155.67,2694.59,307.0,1050.0,3,2,2176.0,600.0,1405000.0,False
petit_menage,synthetic-customer-039000,kinshasa,balanced,8,3,416.24,520.3,79.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-039001,kinshasa,economy,12,5,3042.85,3803.56,407.0,1650.0,3,4,2400.0,600.0,1645000.0,True
boutique_froid,synthetic-customer-039002,brazzaville,economy,12,4,5264.38,6580.48,511.0,2200.0,4,7,4200.0,2500.0,2640000.0,True
salon_coiffure,synthetic-customer-039003,lubumbashi,economy,10,4,3036.37,3795.46,1171.0,1100.0,2,3,1800.0,2500.0,1630000.0,True
centre_sante,synthetic-customer-039004,mbandaka,performance,16,4,2055.58,2569.47,307.0,1050.0,3,2,2176.0,600.0,1405000.0,True
petit_menage,synthetic-customer-039005,kinshasa,balanced,8,3,427.39,534.24,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-039006,kinshasa,balanced,16,5,4484.39,5605.49,528.0,1650.0,3,4,4352.0,1200.0,2265000.0,True
boutique_froid,synthetic-customer-039007,brazzaville,autonomy,12,4,4216.63,5270.79,460.0,1650.0,3,3,3264.0,1200.0,2005000.0,False
salon_coiffure,synthetic-customer-039008,lubumbashi,economy,12,4,2910.93,3638.66,1168.0,1100.0,2,4,2400.0,2500.0,1760000.0,True
centre_sante,synthetic-customer-039009,mbandaka,performance,24,4,2244.39,2805.49,344.0,1050.0,3,3,3264.0,600.0,1665000.0,False
petit_menage,synthetic-customer-039010,kinshasa,autonomy,24,3,372.15,465.19,78.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-039011,kinshasa,balanced,16,5,2739.52,3424.4,353.0,1100.0,2,3,3264.0,600.0,1660000.0,True
boutique_froid,synthetic-customer-039012,brazzaville,economy,10,4,6015.45,7519.31,599.0,2200.0,4,6,3600.0,2500.0,2510000.0,True
salon_coiffure,synthetic-customer-039013,lubumbashi,autonomy,16,4,3578.44,4473.05,2192.0,1650.0,3,4,4352.0,5000.0,2955000.0,True
centre_sante,synthetic-customer-039014,mbandaka,balanced,12,4,2254.97,2818.71,362.0,1050.0,3,2,2176.0,600.0,1405000.0,False
petit_menage,synthetic-customer-039015,kinshasa,performance,16,3,410.88,513.6,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-039016,kinshasa,economy,8,5,4920.68,6150.85,652.0,2200.0,4,4,2400.0,1200.0,1990000.0,True
boutique_froid,synthetic-customer-039017,brazzaville,performance,10,4,3824.37,4780.46,390.0,1650.0,3,3,3264.0,1200.0,2005000.0,True
salon_coiffure,synthetic-customer-039018,lubumbashi,balanced,10,4,4771.62,5964.52,2192.0,1650.0,3,3,3264.0,5000.0,2695000.0,False
centre_sante,synthetic-customer-039019,mbandaka,autonomy,8,4,2027.01,2533.76,289.0,1050.0,3,1,1088.0,600.0,1145000.0,False
petit_menage,synthetic-customer-039020,kinshasa,autonomy,16,3,437.39,546.74,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-039021,kinshasa,autonomy,8,5,2998.19,3747.74,407.0,1100.0,2,2,2176.0,600.0,1400000.0,False
boutique_froid,synthetic-customer-039022,brazzaville,economy,10,4,5327.92,6659.9,526.0,2200.0,4,6,3600.0,2500.0,2510000.0,True
salon_coiffure,synthetic-customer-039023,lubumbashi,performance,8,4,1463.96,1829.95,1147.0,600.0,3,1,4352.0,2500.0,1715000.0,True
centre_sante,synthetic-customer-039024,mbandaka,autonomy,12,4,2283.33,2854.16,353.0,1100.0,2,2,2176.0,600.0,1400000.0,True
petit_menage,synthetic-customer-039025,kinshasa,balanced,24,3,582.36,727.95,114.0,240.0,2,1,1088.0,600.0,670000.0,True
menage_urbain,synthetic-customer-039026,kinshasa,performance,16,5,4243.46,5304.32,528.0,1650.0,3,4,4352.0,1200.0,2265000.0,False
boutique_froid,synthetic-customer-039027,brazzaville,economy,16,4,4339.9,5424.88,460.0,1650.0,3,7,4200.0,1200.0,2135000.0,False
salon_coiffure,synthetic-customer-039028,lubumbashi,performance,12,4,1855.85,2319.81,1177.0,700.0,2,2,2176.0,2500.0,1490000.0,True
centre_sante,synthetic-customer-039029,mbandaka,performance,8,4,2332.33,2915.41,353.0,1100.0,2,2,2176.0,600.0,1400000.0,False
petit_menage,synthetic-customer-039030,kinshasa,balanced,10,3,420.9,526.12,87.0,240.0,2,1,1088.0,600.0,670000.0,True
menage_urbain,synthetic-customer-039031,kinshasa,performance,16,5,3159.36,3949.2,467.0,1650.0,3,3,3264.0,600.0,1905000.0,True
boutique_froid,synthetic-customer-039032,brazzaville,autonomy,16,4,3840.99,4801.24,381.0,1650.0,3,4,4352.0,1200.0,2265000.0,True
salon_coiffure,synthetic-customer-039033,lubumbashi,economy,12,4,3449.18,4311.47,2192.0,1650.0,3,5,3000.0,5000.0,2565000.0,True
centre_sante,synthetic-customer-039034,mbandaka,economy,12,4,2102.58,2628.22,344.0,1050.0,3,3,1800.0,600.0,1275000.0,True
petit_menage,synthetic-customer-039035,kinshasa,performance,12,3,398.36,497.95,86.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-039036,kinshasa,balanced,8,5,3429.98,4287.48,461.0,1650.0,3,2,2176.0,600.0,1645000.0,True
boutique_froid,synthetic-customer-039037,brazzaville,balanced,8,4,2400.93,3001.16,269.0,1050.0,3,2,2176.0,600.0,1405000.0,False
salon_coiffure,synthetic-customer-039038,lubumbashi,balanced,16,4,2610.52,3263.15,1192.0,1050.0,3,3,3264.0,2500.0,2025000.0,True
centre_sante,synthetic-customer-039039,mbandaka,performance,8,4,3012.72,3765.9,433.0,1650.0,3,2,2176.0,600.0,1645000.0,True
petit_menage,synthetic-customer-039040,kinshasa,economy,8,3,447.82,559.77,88.0,240.0,2,1,600.0,600.0,540000.0,False
menage_urbain,synthetic-customer-039041,kinshasa,economy,16,5,2980.64,3725.8,426.0,1100.0,2,5,3000.0,600.0,1530000.0,False
boutique_froid,synthetic-customer-039042,brazzaville,autonomy,12,4,5174.91,6468.64,511.0,2200.0,4,4,4352.0,2500.0,2770000.0,False
salon_coiffure,synthetic-customer-039043,lubumbashi,performance,24,4,2027.49,2534.36,1141.0,700.0,2,3,3264.0,2500.0,1750000.0,False
centre_sante,synthetic-customer-039044,mbandaka,performance,24,4,2020.45,2525.56,298.0,1050.0,3,3,3264.0,600.0,1665000.0,True
petit_menage,synthetic-customer-039045,kinshasa,performance,12,3,314.39,392.99,86.0,120.0,1,1,1088.0,600.0,530000.0,True
menage_urbain,synthetic-customer-039046,kinshasa,economy,8,5,3275.5,4094.38,452.0,1650.0,3,3,1800.0,600.0,1515000.0,True
boutique_froid,synthetic-customer-039047,brazzaville,economy,12,4,4015.38,5019.23,405.0,1650.0,3,5,3000.0,1200.0,1875000.0,False
salon_coiffure,synthetic-customer-039048,lubumbashi,autonomy,8,4,2253.16,2816.45,1207.0,1050.0,3,1,4352.0,2500.0,2005000.0,True
centre_sante,synthetic-customer-039049,mbandaka,autonomy,24,4,2102.74,2628.42,289.0,1050.0,3,3,3264.0,600.0,1665000.0,True
petit_menage,synthetic-customer-039050,kinshasa,balanced,24,3,362.94,453.68,78.0,240.0,2,1,1088.0,600.0,670000.0,True
menage_urbain,synthetic-customer-039051,kinshasa,performance,12,5,5353.23,6691.54,652.0,2200.0,4,4,4352.0,1200.0,2510000.0,False
boutique_froid,synthetic-customer-039052,brazzaville,economy,16,4,3917.47,4896.84,396.0,1650.0,3,7,4200.0,1200.0,2135000.0,True
salon_coiffure,synthetic-customer-039053,lubumbashi,performance,8,4,2143.72,2679.65,1228.0,700.0,2,1,4352.0,2500.0,1730000.0,False
centre_sante,synthetic-customer-039054,mbandaka,autonomy,8,4,2992.97,3741.21,424.0,1650.0,3,2,2176.0,600.0,1645000.0,True
petit_menage,synthetic-customer-039055,kinshasa,economy,8,3,303.44,379.3,78.0,120.0,1,1,600.0,600.0,400000.0,False
menage_urbain,synthetic-customer-039056,kinshasa,economy,16,5,3217.41,4021.76,476.0,1650.0,3,6,3600.0,600.0,1905000.0,True
boutique_froid,synthetic-customer-039057,brazzaville,performance,24,4,3767.04,4708.8,381.0,1650.0,3,5,5440.0,1200.0,2525000.0,True
salon_coiffure,synthetic-customer-039058,lubumbashi,balanced,10,4,4819.1,6023.88,2207.0,1650.0,3,3,3264.0,5000.0,2695000.0,True
centre_sante,synthetic-customer-039059,mbandaka,economy,12,4,2294.94,2868.68,353.0,1100.0,2,3,1800.0,600.0,1270000.0,True
petit_menage,synthetic-customer-039060,kinshasa,performance,16,3,417.22,521.52,96.0,240.0,2,1,1088.0,600.0,670000.0,True
menage_urbain,synthetic-customer-039061,kinshasa,performance,8,5,3069.08,3836.35,407.0,1650.0,3,2,2176.0,600.0,1645000.0,False
boutique_froid,synthetic-customer-039062,brazzaville,autonomy,8,4,2915.84,3644.8,321.0,1100.0,2,2,2176.0,600.0,1400000.0,False
salon_coiffure,synthetic-customer-039063,lubumbashi,performance,24,4,3014.78,3768.47,1183.0,1100.0,2,4,4352.0,2500.0,2280000.0,True
centre_sante,synthetic-customer-039064,mbandaka,autonomy,8,4,2137.11,2671.39,362.0,1050.0,3,1,1088.0,600.0,1145000.0,False
petit_menage,synthetic-customer-039065,kinshasa,economy,8,3,476.04,595.05,114.0,240.0,2,1,600.0,600.0,540000.0,False
menage_urbain,synthetic-customer-039066,kinshasa,autonomy,8,5,3470.26,4337.82,452.0,1650.0,3,2,2176.0,600.0,1645000.0,True
boutique_froid,synthetic-customer-039067,brazzaville,autonomy,10,4,5432.6,6790.75,520.0,2200.0,4,3,3264.0,2500.0,2510000.0,True
salon_coiffure,synthetic-customer-039068,lubumbashi,performance,12,4,2036.96,2546.2,1222.0,700.0,2,2,2176.0,2500.0,1490000.0,True
centre_sante,synthetic-customer-039069,mbandaka,performance,24,4,2069.03,2586.29,353.0,1050.0,3,3,3264.0,600.0,1665000.0,True
petit_menage,synthetic-customer-039070,kinshasa,autonomy,8,3,526.56,658.2,104.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-039071,kinshasa,autonomy,16,5,3835.77,4794.71,521.0,1650.0,3,4,4352.0,1200.0,2265000.0,False
boutique_froid,synthetic-customer-039072,brazzaville,economy,12,4,5400.55,6750.69,529.0,2200.0,4,7,4200.0,2500.0,2640000.0,True
salon_coiffure,synthetic-customer-039073,lubumbashi,autonomy,12,4,1823.96,2279.95,1198.0,700.0,2,2,2176.0,2500.0,1490000.0,True
centre_sante,synthetic-customer-039074,mbandaka,economy,24,4,2721.91,3402.39,369.0,1100.0,2,7,4200.0,600.0,1790000.0,True
petit_menage,synthetic-customer-039075,kinshasa,economy,8,3,509.12,636.4,114.0,240.0,2,1,600.0,600.0,540000.0,True
menage_urbain,synthetic-customer-039076,kinshasa,economy,24,5,3498.56,4373.2,461.0,1650.0,3,9,5400.0,600.0,2295000.0,False
boutique_froid,synthetic-customer-039077,brazzaville,balanced,16,4,3865.68,4832.1,381.0,1650.0,3,4,4352.0,1200.0,2265000.0,False
salon_coiffure,synthetic-customer-039078,lubumbashi,performance,10,4,2010.62,2513.27,1192.0,700.0,2,2,2176.0,2500.0,1490000.0,False
centre_sante,synthetic-customer-039079,mbandaka,economy,10,4,1880.82,2351.03,289.0,1050.0,3,2,1200.0,600.0,1145000.0,True
petit_menage,synthetic-customer-039080,kinshasa,economy,12,3,382.28,477.85,95.0,240.0,2,1,600.0,600.0,540000.0,False
menage_urbain,synthetic-customer-039081,kinshasa,balanced,10,5,2978.63,3723.29,422.0,1100.0,2,2,2176.0,600.0,1400000.0,True
boutique_froid,synthetic-customer-039082,brazzaville,autonomy,16,4,4518.37,5647.96,460.0,1650.0,3,4,4352.0,1200.0,2265000.0,True
salon_coiffure,synthetic-customer-039083,lubumbashi,autonomy,16,4,2775.99,3469.99,1177.0,1050.0,3,3,3264.0,2500.0,2025000.0,True
centre_sante,synthetic-customer-039084,mbandaka,balanced,12,4,2935.55,3669.44,442.0,1650.0,3,2,2176.0,600.0,1645000.0,True
petit_menage,synthetic-customer-039085,kinshasa,performance,10,3,457.74,572.17,122.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-039086,kinshasa,performance,24,5,3050.19,3812.74,398.0,1650.0,3,4,4352.0,600.0,2165000.0,False
boutique_froid,synthetic-customer-039087,brazzaville,performance,24,4,3954.17,4942.71,405.0,1650.0,3,6,6528.0,1200.0,2785000.0,False
salon_coiffure,synthetic-customer-039088,lubumbashi,autonomy,8,4,2187.39,2734.24,1207.0,1050.0,3,1,4352.0,2500.0,2005000.0,False
centre_sante,synthetic-customer-039089,mbandaka,economy,10,4,2476.08,3095.1,353.0,1100.0,2,3,1800.0,600.0,1270000.0,False
petit_menage,synthetic-customer-039090,kinshasa,performance,8,3,422.96,528.7,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-039091,kinshasa,economy,24,5,2843.66,3554.58,407.0,1100.0,2,7,4200.0,600.0,1790000.0,True
boutique_froid,synthetic-customer-039092,brazzaville,balanced,10,4,5263.38,6579.23,520.0,2200.0,4,3,3264.0,2500.0,2510000.0,True
