sample_id,device_id,scenario,region,season,day_period,ambient_temperature_c,humidity_pct,solar_irradiance_w_m2,network_quality,installation_type,battery_age_months,usage_profile,security_risk_zone,latitude,longitude,battery_voltage_v,battery_temperature_c,state_of_charge_pct,movement_detected,tamper_detected,enclosure_opened,connectivity_gap_seconds,solar_power_w,load_power_w,gps_accuracy_m,label_maintenance,label_security,notes
sample-28-battery_degradation-9,device-28,battery_degradation,forest_south,transition,night,28.44,84.67,63.55,weak,mobile_asset,30,low,high,6.173017,1.242319,11.91,34.64,58.0,0,0,0,204,9.9,45.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-28-battery_degradation-10,device-28,battery_degradation,forest_south,dry,day,29.9,66.3,692.97,weak,ground_mount,30,normal,high,6.159888,1.233166,11.96,34.72,54.65,0,0,0,207,101.14,62.5,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-28-battery_degradation-11,device-28,battery_degradation,forest_south,rainy,day,28.3,98.0,278.49,weak,mobile_asset,30,intensive,high,6.171935,1.231641,11.76,34.8,49.6,0,0,0,210,42.05,87.75,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-28-battery_degradation-12,device-28,battery_degradation,forest_south,harmattan,day,30.2,61.7,481.01,weak,ground_mount,30,low,high,6.172197,1.246608,11.81,34.88,57.4,0,0,0,213,71.82,50.62,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-28-battery_degradation-13,device-28,battery_degradation,forest_south,transition,night,27.48,94.57,38.49,weak,mobile_asset,30,normal,high,6.16615,1.247017,11.86,34.96,53.0,0,0,0,216,8.69,55.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-28-battery_degradation-14,device-28,battery_degradation,forest_south,dry,day,33.11,71.81,738.94,weak,ground_mount,30,intensive,high,6.161894,1.236642,11.91,35.04,46.6,0,0,0,219,110.16,77.62,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-28-battery_degradation-15,device-28,battery_degradation,forest_south,rainy,day,25.73,98.0,285.06,weak,mobile_asset,30,low,high,6.16356,1.242545,11.96,35.12,56.8,0,0,0,222,45.4,45.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-28-battery_degradation-16,device-28,battery_degradation,forest_south,harmattan,day,26.38,61.63,514.96,weak,ground_mount,30,normal,high,6.163647,1.238969,11.76,35.2,51.35,0,0,0,225,79.1,62.5,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-28-battery_degradation-17,device-28,battery_degradation,forest_south,transition,night,28.52,80.4,61.69,weak,mobile_asset,30,intensive,high,6.166832,1.239928,11.81,35.28,43.6,0,0,0,228,14.43,87.75,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-28-battery_degradation-18,device-28,battery_degradation,forest_south,dry,day,29.96,74.49,689.64,weak,ground_mount,30,low,high,6.16743,1.236813,11.86,35.36,56.2,0,0,0,231,105.46,50.62,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-28-battery_degradation-19,device-28,battery_degradation,forest_south,rainy,day,27.93,98.0,298.28,weak,mobile_asset,30,normal,high,6.155519,1.235866,11.91,35.44,49.7,0,0,0,234,49.7,55.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-28-battery_degradation-20,device-28,battery_degradation,forest_south,harmattan,day,29.95,67.62,519.42,weak,ground_mount,30,intensive,high,6.16827,1.244044,11.96,35.52,40.6,0,0,0,237,82.15,77.62,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-28-battery_degradation-21,device-28,battery_degradation,forest_south,transition,night,31.02,91.16,53.83,weak,mobile_asset,30,low,high,6.158282,1.234687,11.76,35.6,55.6,0,0,0,240,15.7,45.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-28-battery_degradation-22,device-28,battery_degradation,forest_south,dry,day,33.03,76.13,744.4,weak,ground_mount,30,normal,high,6.174136,1.246896,11.81,35.68,48.05,0,0,0,243,115.74,62.5,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-28-battery_degradation-23,device-28,battery_degradation,forest_south,rainy,day,25.11,98.0,308.65,weak,mobile_asset,30,intensive,high,6.163522,1.244981,11.86,35.76,37.6,0,0,0,246,53.6,87.75,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-28-battery_degradation-24,device-28,battery_degradation,forest_south,harmattan,day,26.8,68.39,489.51,weak,ground_mount,30,low,high,6.159875,1.241023,11.91,35.84,55.0,0,0,0,249,80.24,50.62,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-28-battery_degradation-25,device-28,battery_degradation,forest_south,transition,night,31.24,81.17,44.38,weak,mobile_asset,30,normal,high,6.165021,1.234185,11.96,35.92,46.4,0,0,0,252,16.74,55.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-28-battery_degradation-26,device-28,battery_degradation,forest_south,dry,day,33.21,74.23,726.53,weak,ground_mount,30,intensive,high,6.161915,1.244794,11.76,36.0,34.6,0,0,0,255,115.57,77.62,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-28-battery_degradation-27,device-28,battery_degradation,forest_south,rainy,day,25.47,98.0,307.17,weak,mobile_asset,30,low,high,6.173253,1.232664,11.81,36.08,54.4,0,0,0,258,55.78,45.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-28-battery_degradation-28,device-28,battery_degradation,forest_south,harmattan,day,25.81,65.84,543.54,weak,ground_mount,30,normal,high,6.157335,1.247054,11.86,36.16,44.75,0,0,0,261,90.42,62.5,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-28-battery_degradation-29,device-28,battery_degradation,forest_south,transition,night,27.9,93.73,51.08,weak,mobile_asset,30,intensive,high,6.169908,1.242184,11.91,36.24,31.6,0,0,0,264,20.11,87.75,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-28-battery_degradation-30,device-28,battery_degradation,forest_south,dry,day,31.29,74.27,699.49,weak,ground_mount,30,low,high,6.16157,1.239416,11.96,36.32,53.8,0,0,0,267,114.08,50.62,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-28-battery_degradation-31,device-28,battery_degradation,forest_south,rainy,day,26.11,98.0,277.21,weak,mobile_asset,30,normal,high,6.169137,1.246151,11.76,36.4,43.1,0,0,0,270,53.87,55.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-28-battery_degradation-32,device-28,battery_degradation,forest_south,harmattan,day,25.84,62.32,523.91,weak,ground_mount,30,intensive,high,6.164396,1.243064,11.81,36.48,28.6,0,0,0,273,89.99,77.62,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-28-battery_degradation-33,device-28,battery_degradation,forest_south,transition,night,27.23,94.42,31.46,weak,mobile_asset,30,low,high,6.163591,1.24318,11.86,36.56,53.2,0,0,0,276,19.68,45.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-28-battery_degradation-34,device-28,battery_degradation,forest_south,dry,day,31.89,75.54,696.33,weak,ground_mount,30,normal,high,6.160128,1.22938,11.91,36.64,41.45,0,0,0,279,116.02,62.5,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-28-overheating-1,device-28,overheating,forest_south,transition,night,30.92,95.06,65.09,weak,mobile_asset,30,intensive,high,6.17275,1.246782,12.46,47.0,75.6,0,0,0,180,4.19,74.25,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-28-overheating-2,device-28,overheating,forest_south,dry,day,31.55,73.82,713.88,weak,ground_mount,30,low,high,6.166902,1.237457,12.51,47.08,75.4,0,0,0,183,86.97,43.12,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-28-overheating-3,device-28,overheating,forest_south,rainy,day,27.66,98.0,300.67,weak,mobile_asset,30,normal,high,6.171297,1.24621,12.55,47.16,74.5,0,0,0,186,35.23,60.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-28-overheating-4,device-28,overheating,forest_south,harmattan,day,27.31,65.61,529.79,weak,ground_mount,30,intensive,high,6.172545,1.238221,12.61,47.24,72.6,0,0,0,189,64.86,84.38,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-28-overheating-5,device-28,overheating,forest_south,transition,night,29.33,87.02,62.26,weak,mobile_asset,30,low,high,6.165113,1.237948,12.65,47.32,74.8,0,0,0,192,6.24,48.75,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-28-overheating-6,device-28,overheating,forest_south,dry,day,33.38,71.47,732.73,weak,ground_mount,30,normal,high,6.166651,1.237934,12.46,47.4,72.85,0,0,0,195,91.76,67.5,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-28-overheating-7,device-28,overheating,forest_south,rainy,day,28.7,98.0,335.08,weak,mobile_asset,30,intensive,high,6.156045,1.242107,12.51,47.48,69.6,0,0,0,198,41.99,74.25,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-28-overheating-8,device-28,overheating,forest_south,harmattan,day,28.41,67.29,497.9,weak,ground_mount,30,low,high,6.169924,1.23846,12.55,47.56,74.2,0,0,0,201,63.22,43.12,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-28-overheating-9,device-28,overheating,forest_south,transition,night,31.23,90.89,52.2,weak,mobile_asset,30,normal,high,6.15923,1.238453,12.61,47.64,71.2,0,0,0,204,7.36,60.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-28-overheating-10,device-28,overheating,forest_south,dry,day,32.85,69.78,713.26,weak,ground_mount,30,intensive,high,6.160807,1.23168,12.65,47.72,66.6,0,0,0,207,91.7,84.38,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-28-overheating-11,device-28,overheating,forest_south,rainy,day,25.92,98.0,302.87,weak,mobile_asset,30,low,high,6.173529,1.232525,12.46,47.8,73.6,0,0,0,210,40.31,48.75,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-28-overheating-12,device-28,overheating,forest_south,harmattan,day,30.61,67.32,498.46,weak,ground_mount,30,normal,high,6.160018,1.241717,12.51,47.88,69.55,0,0,0,213,65.69,67.5,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-28-overheating-13,device-28,overheating,forest_south,transition,night,31.66,92.25,20.0,weak,mobile_asset,30,intensive,high,6.16268,1.233279,12.55,47.96,63.6,0,0,0,216,5.68,74.25,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-28-overheating-14,device-28,overheating,forest_south,dry,day,30.92,70.17,738.06,weak,ground_mount,30,low,high,6.155384,1.243261,12.61,48.04,73.0,0,0,0,219,97.24,43.12,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-28-overheating-15,device-28,overheating,forest_south,rainy,day,26.06,98.0,310.38,weak,mobile_asset,30,normal,high,6.167296,1.234847,12.65,48.12,67.9,0,0,0,222,43.66,60.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-28-overheating-16,device-28,overheating,forest_south,harmattan,day,29.53,69.84,503.79,weak,ground_mount,30,intensive,high,6.166299,1.238337,12.46,48.2,60.6,0,0,0,225,68.76,84.38,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-28-overheating-17,device-28,overheating,forest_south,transition,night,29.95,89.01,22.05,weak,mobile_asset,30,low,high,6.158068,1.231015,12.51,48.28,72.4,0,0,0,228,8.34,48.75,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-28-overheating-18,device-28,overheating,forest_south,dry,day,33.13,76.15,695.68,weak,ground_mount,30,normal,high,6.172194,1.242837,12.55,48.36,66.25,0,0,0,231,94.27,67.5,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-28-overheating-19,device-28,overheating,forest_south,rainy,day,26.7,97.43,326.87,weak,mobile_asset,30,intensive,high,6.170332,1.240254,12.61,48.44,57.6,0,0,0,234,48.15,74.25,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-28-overheating-20,device-28,overheating,forest_south,harmattan,day,26.74,62.16,478.78,weak,ground_mount,30,low,high,6.154571,1.246438,12.65,48.52,71.8,0,0,0,237,68.0,43.12,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-28-overheating-21,device-28,overheating,forest_south,transition,night,27.2,91.49,55.28,weak,mobile_asset,30,normal,high,6.173529,1.246952,12.46,48.6,64.6,0,0,0,240,14.95,60.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-28-overheating-22,device-28,overheating,forest_south,dry,day,33.05,64.62,720.1,weak,ground_mount,30,intensive,high,6.162302,1.233676,12.51,48.68,54.6,0,0,0,243,99.76,84.38,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-28-overheating-23,device-28,overheating,forest_south,rainy,day,26.6,98.0,316.41,weak,mobile_asset,30,low,high,6.168978,1.235485,12.55,48.76,71.2,0,0,0,246,49.23,48.75,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-28-overheating-24,device-28,overheating,forest_south,harmattan,day,27.11,58.86,534.02,weak,ground_mount,30,normal,high,6.15662,1.234423,12.61,48.84,62.95,0,0,0,249,77.39,67.5,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-28-overheating-25,device-28,overheating,forest_south,transition,night,30.43,85.83,68.37,weak,mobile_asset,30,intensive,high,6.155722,1.244381,12.65,48.92,51.6,0,0,0,252,19.01,74.25,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-28-overheating-26,device-28,overheating,forest_south,dry,day,32.91,63.4,740.81,weak,ground_mount,30,low,high,6.173169,1.248106,12.46,49.0,70.6,0,0,0,255,104.79,43.12,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-28-overheating-27,device-28,overheating,forest_south,rainy,day,27.15,97.34,302.75,weak,mobile_asset,30,normal,high,6.168964,1.234298,12.51,49.08,61.3,0,0,0,258,49.9,60.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-28-overheating-28,device-28,overheating,forest_south,harmattan,day,28.16,62.57,497.17,weak,ground_mount,30,intensive,high,6.162663,1.246311,12.55,49.16,48.6,0,0,0,261,75.12,84.38,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-28-overheating-29,device-28,overheating,forest_south,transition,night,30.75,83.37,59.1,weak,mobile_asset,30,low,high,6.166016,1.236972,12.61,49.24,70.0,0,0,0,264,20.24,48.75,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-28-overheating-30,device-28,overheating,forest_south,dry,day,31.66,66.55,692.78,weak,ground_mount,30,normal,high,6.159808,1.238188,12.65,49.32,59.65,0,0,0,267,101.1,67.5,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-28-overheating-31,device-28,overheating,forest_south,rainy,day,29.93,98.0,278.95,weak,mobile_asset,30,intensive,high,6.172638,1.237569,12.46,49.4,45.6,0,0,0,270,49.28,74.25,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-28-overheating-32,device-28,overheating,forest_south,harmattan,day,29.11,70.71,478.86,weak,ground_mount,30,low,high,6.165492,1.245382,12.51,49.48,69.4,0,0,0,273,75.21,43.12,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-28-overheating-33,device-28,overheating,forest_south,transition,night,30.44,87.01,20.0,weak,mobile_asset,30,normal,high,6.157324,1.230597,12.55,49.56,58.0,0,0,0,276,17.68,60.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-28-overheating-34,device-28,overheating,forest_south,dry,day,31.96,65.72,717.36,weak,ground_mount,30,intensive,high,6.156299,1.248324,12.61,49.64,42.6,0,0,0,279,106.62,84.38,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-28-movement_and_tampering-1,device-28,movement_and_tampering,forest_south,transition,night,28.07,82.65,23.11,weak,mobile_asset,30,normal,high,6.16164,1.247289,12.96,33.0,81.6,1,1,1,225,0.0,55.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-28-movement_and_tampering-2,device-28,movement_and_tampering,forest_south,dry,day,32.92,65.81,702.96,weak,ground_mount,30,intensive,high,6.171771,1.236319,13.01,33.08,80.6,1,1,1,228,99.65,77.62,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-28-movement_and_tampering-3,device-28,movement_and_tampering,forest_south,rainy,day,25.75,98.0,329.6,weak,mobile_asset,30,low,high,6.168755,1.238425,13.05,33.16,81.2,1,1,1,231,45.49,45.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-28-movement_and_tampering-4,device-28,movement_and_tampering,forest_south,harmattan,day,27.8,64.21,525.65,weak,ground_mount,30,normal,high,6.169641,1.24305,13.11,33.24,79.95,1,1,1,234,74.85,62.5,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-28-movement_and_tampering-5,device-28,movement_and_tampering,forest_south,transition,night,29.83,94.28,23.76,weak,mobile_asset,30,intensive,high,6.161178,1.233136,13.15,33.32,77.6,1,1,1,237,1.83,87.75,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-28-movement_and_tampering-6,device-28,movement_and_tampering,forest_south,dry,day,32.22,63.26,724.66,weak,ground_mount,30,low,high,6.154695,1.249093,12.96,33.4,80.6,1,1,1,240,105.23,50.62,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-28-movement_and_tampering-7,device-28,movement_and_tampering,forest_south,rainy,day,29.55,98.0,282.61,weak,mobile_asset,30,normal,high,6.155377,1.244269,13.01,33.48,78.3,1,1,1,243,41.0,55.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-28-movement_and_tampering-8,device-28,movement_and_tampering,forest_south,harmattan,day,28.9,67.13,492.27,weak,ground_mount,30,intensive,high,6.171382,1.247319,13.05,33.56,74.6,1,1,1,246,72.35,77.62,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-28-movement_and_tampering-9,device-28,movement_and_tampering,forest_south,transition,night,29.17,81.6,47.23,weak,mobile_asset,30,low,high,6.165222,1.247356,13.11,33.64,80.0,1,1,1,249,7.68,45.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-28-movement_and_tampering-10,device-28,movement_and_tampering,forest_south,dry,day,29.42,67.46,748.22,weak,ground_mount,30,normal,high,6.164346,1.243038,13.15,33.72,76.65,1,1,1,252,111.09,62.5,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-28-movement_and_tampering-11,device-28,movement_and_tampering,forest_south,rainy,day,27.33,98.0,284.18,weak,mobile_asset,30,intensive,high,6.166544,1.24009,12.96,33.8,71.6,1,1,1,255,43.63,87.75,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-28-movement_and_tampering-12,device-28,movement_and_tampering,forest_south,harmattan,day,29.56,68.54,500.6,weak,ground_mount,30,low,high,6.16443,1.239123,13.01,33.88,79.4,1,1,1,258,75.97,50.62,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-28-movement_and_tampering-13,device-28,movement_and_tampering,forest_south,transition,night,30.96,95.19,37.34,weak,mobile_asset,30,normal,high,6.166857,1.242061,13.05,33.96,75.0,1,1,1,261,8.63,55.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-28-movement_and_tampering-14,device-28,movement_and_tampering,forest_south,dry,day,30.63,67.88,721.78,weak,ground_mount,30,intensive,high,6.160606,1.244075,13.11,34.04,68.6,1,1,1,264,109.61,77.62,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-28-movement_and_tampering-15,device-28,movement_and_tampering,forest_south,rainy,day,25.8,98.0,327.19,weak,mobile_asset,30,low,high,6.16618,1.237086,13.15,34.12,78.8,1,1,1,267,52.34,45.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-28-movement_and_tampering-16,device-28,movement_and_tampering,forest_south,harmattan,day,30.69,58.53,530.19,weak,ground_mount,30,normal,high,6.156921,1.242417,12.96,34.2,73.35,1,1,1,270,82.71,62.5,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-28-movement_and_tampering-17,device-28,movement_and_tampering,forest_south,transition,night,30.43,95.83,20.9,weak,mobile_asset,30,intensive,high,6.162884,1.244009,13.01,34.28,65.6,1,1,1,273,8.62,87.75,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-28-movement_and_tampering-18,device-28,movement_and_tampering,forest_south,dry,day,31.98,64.23,685.71,weak,ground_mount,30,low,high,6.164379,1.239347,13.05,34.36,78.2,1,1,1,276,106.72,50.62,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-28-movement_and_tampering-19,device-28,movement_and_tampering,forest_south,rainy,day,25.83,98.0,336.24,weak,mobile_asset,30,normal,high,6.168562,1.242949,13.11,34.44,71.7,1,1,1,279,56.07,55.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-28-movement_and_tampering-20,device-28,movement_and_tampering,forest_south,harmattan,day,26.77,62.97,510.9,weak,ground_mount,30,intensive,high,6.158461,1.244878,13.15,34.52,62.6,1,1,1,282,82.28,77.62,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-28-movement_and_tampering-21,device-28,movement_and_tampering,forest_south,transition,night,30.98,93.52,20.0,weak,mobile_asset,30,low,high,6.159123,1.243127,12.96,34.6,77.6,1,1,1,285,10.88,45.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-28-movement_and_tampering-22,device-28,movement_and_tampering,forest_south,dry,day,32.84,72.97,705.11,weak,ground_mount,30,normal,high,6.164341,1.237887,13.01,34.68,70.05,1,1,1,288,111.97,62.5,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-28-movement_and_tampering-23,device-28,movement_and_tampering,forest_south,rainy,day,29.35,95.51,321.92,weak,mobile_asset,30,intensive,high,6.174002,1.2348,13.05,34.76,59.6,1,1,1,291,56.36,87.75,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-28-movement_and_tampering-24,device-28,movement_and_tampering,forest_south,harmattan,day,30.1,57.29,508.83,weak,ground_mount,30,low,high,6.168331,1.230299,13.11,34.84,77.0,1,1,1,294,84.38,50.62,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-28-movement_and_tampering-25,device-28,movement_and_tampering,forest_south,transition,night,27.96,94.77,20.0,weak,mobile_asset,30,normal,high,6.159964,1.246825,13.15,34.92,68.4,1,1,1,297,13.28,55.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-28-movement_and_tampering-26,device-28,movement_and_tampering,forest_south,dry,day,29.65,72.52,716.44,weak,ground_mount,30,intensive,high,6.17322,1.247487,12.96,35.0,56.6,1,1,1,300,116.03,77.62,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-28-movement_and_tampering-27,device-28,movement_and_tampering,forest_south,rainy,day,28.34,98.0,287.75,weak,mobile_asset,30,low,high,6.156287,1.232261,13.01,35.08,76.4,1,1,1,303,53.75,45.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-28-movement_and_tampering-28,device-28,movement_and_tampering,forest_south,harmattan,day,30.15,62.98,483.91,weak,ground_mount,30,normal,high,6.158049,1.237612,13.05,35.16,66.75,1,1,1,306,83.12,62.5,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-28-movement_and_tampering-29,device-28,movement_and_tampering,forest_south,transition,night,29.9,80.05,42.67,weak,mobile_asset,30,intensive,high,6.168869,1.237812,13.11,35.24,53.6,1,1,1,309,19.01,87.75,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-28-movement_and_tampering-30,device-28,movement_and_tampering,forest_south,dry,day,32.12,76.67,729.77,weak,ground_mount,30,low,high,6.166574,1.243307,13.15,35.32,75.8,1,1,1,312,120.38,50.62,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-28-movement_and_tampering-31,device-28,movement_and_tampering,forest_south,rainy,day,29.74,98.0,299.9,weak,mobile_asset,30,normal,high,6.159427,1.240666,12.96,35.4,65.1,1,1,1,315,57.94,55.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-28-movement_and_tampering-32,device-28,movement_and_tampering,forest_south,harmattan,day,29.2,61.59,518.32,weak,ground_mount,30,intensive,high,6.160002,1.230964,13.01,35.48,50.6,1,1,1,318,90.57,77.62,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-28-movement_and_tampering-33,device-28,movement_and_tampering,forest_south,transition,night,28.52,93.1,20.0,weak,mobile_asset,30,low,high,6.16651,1.241343,13.05,35.56,75.2,1,1,1,321,18.08,45.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-28-movement_and_tampering-34,device-28,movement_and_tampering,forest_south,dry,day,30.57,68.5,740.28,weak,ground_mount,30,normal,high,6.159409,1.238412,13.11,35.64,63.45,1,1,1,324,124.32,62.5,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-28-connectivity_loss-1,device-28,connectivity_loss,forest_south,transition,night,29.55,86.08,20.0,weak,mobile_asset,30,intensive,high,6.159594,1.233304,12.86,32.5,76.6,0,0,0,500,0.0,74.25,8.0,1,1,MVP v2 scenario for connectivity_loss in forest_south during transition
sample-28-connectivity_loss-2,device-28,connectivity_loss,forest_south,dry,day,29.17,63.85,720.65,weak,ground_mount,30,low,high,6.162647,1.24717,12.91,32.58,76.4,0,0,0,503,63.81,43.12,8.0,1,1,MVP v2 scenario for connectivity_loss in forest_south during dry
sample-28-connectivity_loss-3,device-28,connectivity_loss,forest_south,rainy,day,28.26,96.94,299.12,weak,mobile_asset,30,normal,high,6.167462,1.246728,12.96,32.66,75.5,0,0,0,506,25.07,60.0,8.0,1,1,MVP v2 scenario for connectivity_loss in forest_south during rainy
sample-28-connectivity_loss-4,device-28,connectivity_loss,forest_south,harmattan,day,26.28,67.03,544.81,weak,ground_mount,30,intensive,high,6.174331,1.244785,13.01,32.74,73.6,0,0,0,509,48.6,84.38,8.0,1,1,MVP v2 scenario for connectivity_loss in forest_south during harmattan
sample-28-connectivity_loss-5,device-28,connectivity_loss,forest_south,transition,night,29.18,95.14,73.86,weak,mobile_asset,30,low,high,6.174489,1.240169,13.05,32.82,75.8,0,0,0,512,5.24,48.75,8.0,1,1,MVP v2 scenario for connectivity_loss in forest_south during transition
sample-28-connectivity_loss-6,device-28,connectivity_loss,forest_south,dry,day,32.06,71.32,701.57,weak,ground_mount,30,normal,high,6.172545,1.235616,12.86,32.9,73.85,0,0,0,515,64.43,67.5,8.0,1,1,MVP v2 scenario for connectivity_loss in forest_south during dry
sample-28-connectivity_loss-7,device-28,connectivity_loss,forest_south,rainy,day,29.87,96.87,319.48,weak,mobile_asset,30,intensive,high,6.155799,1.23991,12.91,32.98,70.6,0,0,0,518,29.37,74.25,8.0,1,1,MVP v2 scenario for connectivity_loss in forest_south during rainy
sample-28-connectivity_loss-8,device-28,connectivity_loss,forest_south,harmattan,day,29.69,61.95,500.15,weak,ground_mount,30,low,high,6.168443,1.244991,12.96,33.06,75.2,0,0,0,521,46.83,43.12,8.0,1,1,MVP v2 scenario for connectivity_loss in forest_south during harmattan
